Name,Country,Age,Gender,Account_Creation_Year,Minutes_Spent
Louis Ford,Equatorial Guinea,29,Male,2020,265
Jessica Young,South Georgia and the South Sandwich Islands,30,Male,2010,118
Derrick Lewis,Niue,60,Male,2021,69
Dr. Rachael Nelson,San Marino,42,Non-binary,2014,37
Justin Lawrence,Portugal,60,Non-binary,2022,383
Joel Stewart,Netherlands Antilles,53,Non-binary,2022,349
Patrick Mueller,Korea,14,Non-binary,2018,59
Nichole Edwards,Uzbekistan,58,Male,2017,16
Matthew Campbell,Cambodia,34,Male,2020,173
Lance Little,Iceland,18,Female,2015,235
Jaime Wolfe,Bulgaria,18,Male,2019,97
Natalie Hoffman,Ireland,65,Female,2016,182
Patrick Clark,Angola,22,Non-binary,2019,150
Morgan Woods,Belgium,17,Male,2011,422
Stephanie Taylor,Cyprus,42,Non-binary,2022,341
Alison Arnold,Saint Helena,39,Male,2022,319
Laura Livingston,Bahrain,39,Male,2020,364
Brittany Francis,Guatemala,16,Non-binary,2014,479
Evan Mcclure,Egypt,16,Non-binary,2010,371
Sherri Taylor,British Indian Ocean Territory (Chagos Archipelago),47,Non-binary,2020,168
Brandon Jimenez,Guinea,33,Female,2011,357
Barry Ross,Mozambique,40,Non-binary,2010,110
Ronald Wells,Trinidad and Tobago,30,Female,2010,321
Donna Wallace,Bulgaria,39,Male,2013,51
Robert Allen,Azerbaijan,37,Male,2011,391
Andrea Adams,Benin,22,Male,2016,223
Michael Gutierrez,Indonesia,15,Male,2014,235
Chris Lambert,Palestinian Territory,50,Male,2017,78
Albert Nelson,Saint Kitts and Nevis,60,Non-binary,2014,205
Ronald Thompson,Taiwan,42,Male,2012,446
Daniel Clay,Wallis and Futuna,18,Female,2014,408
Kevin Taylor,Gibraltar,50,Male,2023,389
Andrew Jones,Bahrain,36,Male,2011,382
Shannon Collins,Palau,62,Male,2015,322
Amber Mitchell,Belarus,47,Female,2020,6
Randall Williams,Tunisia,30,Male,2015,177
Kevin Jenkins,Cyprus,38,Male,2014,487
Clinton Hamilton,Cape Verde,55,Female,2022,497
Michael Johnson,Saint Kitts and Nevis,17,Female,2012,276
Savannah Lane,Bhutan,63,Non-binary,2017,89
Leslie George,Comoros,60,Non-binary,2022,168
Amanda Williams,British Indian Ocean Territory (Chagos Archipelago),63,Non-binary,2023,39
Crystal Huang,Cayman Islands,30,Female,2018,138
Jason Coleman,Saint Lucia,16,Female,2019,210
Stacey Williams,New Caledonia,40,Female,2020,288
Hannah Stokes,Georgia,21,Non-binary,2013,475
Mark Ortiz,Tajikistan,19,Male,2018,96
Valerie Smith,Paraguay,49,Male,2022,255
Daniel Kelly,South Africa,26,Male,2010,427
Gregory Anthony,Botswana,28,Non-binary,2015,214
Michelle Kennedy,Cyprus,39,Male,2023,260
Laura Richard,Pitcairn Islands,61,Non-binary,2017,35
Rebecca Gomez,Cook Islands,34,Non-binary,2014,340
Jordan Mahoney,Niger,18,Female,2015,149
Kelsey Mccoy,Saint Martin,60,Non-binary,2013,373
Rachel Wright,Haiti,55,Male,2017,218
Monica Wood,Lao People's Democratic Republic,59,Male,2013,199
Hannah Hudson,Faroe Islands,20,Female,2019,89
Brian Scott,Dominica,43,Non-binary,2023,19
Elizabeth Pitts,Bangladesh,29,Female,2013,46
Miguel Howard,Estonia,19,Non-binary,2015,348
Matthew Campbell,France,39,Male,2020,251
Nichole Ruiz,Hungary,28,Male,2011,91
Kim Lee,Cyprus,18,Male,2010,120
William Hester,Korea,38,Non-binary,2016,73
Deborah Wilson,Nigeria,53,Non-binary,2016,433
Maria Rivera,Libyan Arab Jamahiriya,31,Female,2023,67
Sandra Little,Cambodia,48,Female,2010,289
Terri Hudson,British Indian Ocean Territory (Chagos Archipelago),63,Non-binary,2011,40
Victoria Acevedo,Guadeloupe,33,Male,2018,173
Miguel Smith,Panama,27,Male,2022,169
Jennifer Navarro,Bahamas,49,Female,2010,38
Alicia Taylor,Ireland,58,Non-binary,2018,130
Brian Hill,Aruba,25,Female,2013,437
Miss Brittney Howe,Fiji,65,Male,2023,0
John Walter,Togo,38,Female,2020,176
Hannah Shaw,Slovenia,40,Female,2022,243
Dennis Bentley,New Zealand,32,Male,2016,76
Allison Harvey,Guernsey,61,Male,2016,122
Johnny Bishop,Bosnia and Herzegovina,44,Male,2015,371
Mark Ramos,Egypt,30,Non-binary,2014,293
Ryan Watkins,United States of America,16,Non-binary,2013,389
Theresa Merritt,South Georgia and the South Sandwich Islands,37,Female,2022,282
Cheryl Williams,Korea,21,Non-binary,2023,445
Alexis Miranda,Netherlands Antilles,25,Female,2011,137
Ricky Weaver,Andorra,63,Non-binary,2018,453
Sean French,United States Minor Outlying Islands,31,Female,2015,359
Erin Mcneil,French Guiana,50,Female,2019,27
Sarah Thompson,Austria,63,Male,2022,130
Stacey Grant,Portugal,35,Male,2022,17
Austin Greene,Guatemala,23,Male,2022,128
Heather Garcia,Namibia,31,Male,2012,76
Mary Watkins,Venezuela,15,Male,2015,464
Michael Warner,Marshall Islands,27,Non-binary,2018,88
Shannon Rodriguez,Serbia,55,Female,2011,390
Mario Perkins,Saint Vincent and the Grenadines,19,Male,2015,498
Joseph Morales,Guyana,58,Non-binary,2023,51
Mrs. Ashley Anderson MD,Jersey,36,Non-binary,2018,163
Bryan Baker,United States Virgin Islands,15,Male,2014,42
Erin Johnson,Rwanda,60,Male,2013,112
Stephen Mccarthy,Nauru,58,Male,2012,229
Eric Haynes,Lesotho,61,Non-binary,2015,209
Craig Jackson,Somalia,15,Female,2010,397
Meagan Kent,Singapore,24,Male,2012,422
Samantha Williams,Tajikistan,56,Non-binary,2023,175
Paul Mitchell,Dominican Republic,52,Non-binary,2013,378
Shelly Bennett,Fiji,28,Non-binary,2017,65
Laura Pope,Belize,61,Non-binary,2015,322
Antonio King,Pakistan,28,Non-binary,2014,77
Andrew Murray,Lithuania,54,Female,2022,88
Brian Andrews,Vanuatu,23,Male,2018,60
Melissa Mclaughlin,Trinidad and Tobago,47,Female,2018,414
Trevor Hogan,Belgium,17,Non-binary,2012,173
Jody Bautista,South Africa,54,Male,2015,452
Alexander Gonzalez,New Caledonia,17,Non-binary,2011,212
Terrance Davis,Korea,61,Non-binary,2023,314
Julia Ross,Christmas Island,64,Female,2022,371
Chelsea Gray,Papua New Guinea,25,Non-binary,2023,316
Heather Taylor,Qatar,33,Non-binary,2014,39
Michael Harris,Somalia,32,Female,2023,252
Dr. Roberto Thompson,Aruba,56,Female,2011,201
Chris Alvarez,Saint Martin,62,Non-binary,2010,426
Daniel Hansen,Macao,36,Non-binary,2016,59
Amanda Kirby,Albania,17,Male,2020,440
Briana Nunez,Zimbabwe,62,Female,2011,406
Glenn Powell,Azerbaijan,56,Non-binary,2021,289
Lauren Wilkinson,Honduras,27,Female,2022,491
Aaron Wong,Colombia,56,Non-binary,2018,48
Robert Garcia,Malta,60,Male,2011,185
Casey Howe,Morocco,21,Female,2014,328
Erin Garrison,Liechtenstein,32,Non-binary,2018,147
Andrew Fleming,El Salvador,41,Male,2021,380
Jessica Oliver MD,Timor-Leste,23,Male,2015,398
Craig Turner,Israel,50,Non-binary,2020,148
Elizabeth Lara,Faroe Islands,44,Male,2019,381
David Molina,Chile,56,Male,2010,390
Thomas Holmes,Western Sahara,65,Non-binary,2012,193
Anthony Murray,San Marino,14,Non-binary,2023,233
Pam Carr,Cocos (Keeling) Islands,45,Male,2010,92
Mary Mitchell,Congo,30,Non-binary,2017,14
Daniel Stephens,French Southern Territories,60,Male,2015,289
Jennifer Cole DVM,South Georgia and the South Sandwich Islands,63,Female,2012,292
Ashley Perez,Tanzania,32,Female,2011,347
Ryan Washington,Saint Barthelemy,16,Female,2021,169
Ryan Gonzalez,Saint Pierre and Miquelon,25,Non-binary,2013,40
Julia Herrera,United States Virgin Islands,36,Non-binary,2013,326
Patricia James,Czech Republic,37,Male,2015,392
Lori Stewart,Afghanistan,40,Female,2022,284
David Lee,Papua New Guinea,34,Female,2019,45
Nicole Chen,Algeria,15,Non-binary,2013,301
Jasmine Rubio,British Indian Ocean Territory (Chagos Archipelago),56,Male,2019,402
Rodney Woods,Malawi,22,Male,2012,335
Andrew Munoz,Cambodia,47,Female,2017,167
Karen Bentley,Afghanistan,20,Female,2013,417
Wyatt Ellison,Nigeria,34,Non-binary,2010,236
Michael Pierce,Aruba,62,Female,2022,336
Kristin Gill,Norfolk Island,24,Non-binary,2021,391
Travis Rush,Croatia,24,Male,2020,308
Michael Kelly,Korea,55,Male,2019,407
Kristi Bradley,Guadeloupe,24,Non-binary,2013,71
Linda Price,Tunisia,14,Male,2022,1
Michael King,Qatar,31,Male,2013,420
Paula Madden,Micronesia,49,Non-binary,2017,369
Samantha Baker,Sierra Leone,36,Male,2019,314
Elizabeth Sexton,New Zealand,65,Non-binary,2017,134
Christopher Long,Iran,32,Non-binary,2011,430
Elizabeth Daugherty,United Kingdom,60,Female,2022,119
Amy Ramirez,Canada,24,Non-binary,2017,358
Christina Shields,Macao,64,Male,2010,313
Michael Booth,Gibraltar,48,Male,2013,181
Paula Smith,Bangladesh,34,Male,2020,454
Helen Romero,Mexico,28,Male,2013,345
Charles Mcgee,Swaziland,27,Non-binary,2014,217
Carolyn Green,San Marino,40,Non-binary,2023,42
Margaret Mccarty,Central African Republic,19,Non-binary,2010,71
Mitchell Palmer,Palestinian Territory,51,Non-binary,2016,350
Tanya Lewis,Timor-Leste,54,Female,2018,465
Scott Brooks,New Caledonia,49,Non-binary,2011,378
Timothy Anderson,Antarctica (the territory South of 60 deg S),24,Male,2015,300
Kevin Chandler,Niue,62,Non-binary,2010,24
Alexander Hopkins,Malawi,28,Female,2017,486
Adam Clark,Mauritius,16,Female,2012,2
Matthew Kirby,Wallis and Futuna,46,Female,2012,248
Jessica Mejia,Palau,63,Female,2022,106
Tammy Scott,Cameroon,25,Non-binary,2010,384
Ms. Sarah Palmer,Iceland,28,Non-binary,2021,205
Jeremy Wu,Luxembourg,48,Female,2013,289
Colleen Gentry,Norway,19,Male,2018,1
William Murray,Ukraine,27,Male,2022,315
Heidi Lynn,San Marino,13,Non-binary,2020,491
Jason Smith,Tajikistan,62,Male,2014,189
Eric Cortez,Poland,13,Female,2018,292
Mrs. Erin Russell,Paraguay,65,Male,2018,376
Shirley Miller,New Caledonia,20,Non-binary,2014,135
Stephanie Torres,Colombia,43,Male,2018,174
Raymond Brown,Suriname,64,Non-binary,2018,468
Melanie Cobb,Guinea,44,Male,2016,466
Zachary Martin,Greece,25,Non-binary,2023,361
Crystal Ellis,Zimbabwe,43,Female,2013,459
Kelli Ortega,Equatorial Guinea,34,Non-binary,2021,65
Sarah Delgado,Slovakia (Slovak Republic),53,Female,2015,90
Thomas Romero,El Salvador,38,Male,2023,313
Katherine Andrews,Turkmenistan,47,Non-binary,2017,349
Michael Powell,Indonesia,19,Non-binary,2018,422
David Eaton,Moldova,55,Female,2018,7
John York,Angola,55,Male,2010,122
Joanna Rivera,Swaziland,61,Female,2019,384
Rebecca Kent,Seychelles,26,Male,2010,361
Peter Beck,Cape Verde,61,Male,2019,397
Gary Hanson,Saint Lucia,60,Male,2012,162
Ruben Cummings,Bouvet Island (Bouvetoya),36,Non-binary,2011,61
Michael Myers,Saint Helena,63,Male,2012,122
Christine Rodriguez,Australia,25,Female,2012,387
Joseph Cortez,Cyprus,37,Female,2012,77
Audrey Maddox,Burundi,40,Non-binary,2010,368
Thomas Russell,Lao People's Democratic Republic,52,Female,2020,13
Kimberly Martin,Kiribati,18,Non-binary,2020,295
Joseph Cole,South Georgia and the South Sandwich Islands,55,Non-binary,2011,225
Brian Murphy,Namibia,42,Non-binary,2023,27
Sue Valenzuela,Afghanistan,30,Male,2016,66
Phillip Hale,Niue,37,Female,2014,152
Kendra Mccarty,Tonga,26,Female,2013,384
Mary Blevins,Barbados,45,Male,2010,68
Lori Brewer,Antigua and Barbuda,26,Male,2011,474
Jenna Riggs,Peru,27,Male,2015,3
Jennifer Cooper,Serbia,57,Non-binary,2011,336
Austin Scott,Zimbabwe,44,Male,2014,173
Hannah Smith,Fiji,64,Non-binary,2018,181
Lisa Villa,Belgium,25,Female,2013,19
Kimberly Miller,China,14,Female,2017,262
Antonio Cain,Syrian Arab Republic,40,Male,2013,388
Joseph Barnes,Bulgaria,45,Non-binary,2010,104
Christy Freeman,Bahamas,38,Male,2018,70
Barbara Murphy,Philippines,33,Male,2016,72
Mary Rivera,Denmark,33,Female,2013,60
Kyle Evans,Netherlands,19,Non-binary,2016,466
Robert Cox,Tunisia,14,Non-binary,2013,130
Crystal Diaz,Maldives,28,Male,2012,272
Pamela Cooper,Svalbard & Jan Mayen Islands,45,Male,2018,374
Nathan Holmes,Reunion,29,Female,2017,349
Richard Cunningham,Solomon Islands,65,Female,2013,207
Debra Castillo,Andorra,49,Female,2010,500
Seth Higgins,Netherlands,13,Male,2023,153
Cindy Callahan,Norfolk Island,45,Female,2011,205
David Williams,Armenia,58,Male,2020,148
Kenneth Smith,Poland,36,Female,2013,475
Briana Banks,Palestinian Territory,49,Non-binary,2021,184
Kevin Reid,Northern Mariana Islands,19,Male,2019,447
Latasha Oliver,Guyana,28,Non-binary,2014,184
Alejandro Rojas,Kyrgyz Republic,23,Male,2023,180
Sandra Olsen,Hong Kong,16,Male,2022,311
Andrew Reeves,Svalbard & Jan Mayen Islands,56,Female,2011,38
Adam Murphy,Congo,33,Female,2015,237
Mary Mendoza,Hong Kong,53,Non-binary,2022,481
Christopher Adams,Finland,33,Non-binary,2021,238
Beth Cabrera,Dominica,17,Male,2018,357
Andrea Lopez,Croatia,32,Non-binary,2020,435
Gregory Reid,Egypt,21,Non-binary,2014,267
Jennifer Lowery,French Guiana,18,Non-binary,2012,288
Vincent Garcia,Tokelau,28,Female,2019,176
Reginald Wise,Netherlands,60,Non-binary,2020,445
Marvin Mccann,Nauru,22,Female,2011,79
Alexis Lin,Palestinian Territory,65,Non-binary,2010,333
Emily Werner,Bouvet Island (Bouvetoya),37,Female,2014,118
Jonathan Morgan,Burundi,22,Male,2011,144
Elizabeth Barnett,Bolivia,34,Non-binary,2012,325
Lori Kelley,French Southern Territories,60,Male,2020,75
Shane Hicks,North Macedonia,30,Non-binary,2017,118
Patrick Hicks,Uganda,35,Non-binary,2017,34
Andrea Rosales,Belize,45,Male,2013,388
Kyle Serrano,Norway,58,Non-binary,2014,54
Allen Carter,Brazil,32,Male,2017,241
Julie Robinson,Belarus,57,Non-binary,2014,466
Grant Pearson,Faroe Islands,38,Male,2023,415
Karen Jenkins,Malaysia,17,Female,2011,42
Andrew Contreras,Netherlands,30,Female,2018,372
Krista Ruiz,Uzbekistan,59,Female,2018,391
Jade Hanna,Uzbekistan,15,Male,2014,58
Robert Bailey,Serbia,31,Non-binary,2010,238
Sandra Peterson,Panama,44,Male,2015,289
David Hall,Comoros,21,Non-binary,2020,168
Scott Hammond,Guinea,45,Female,2010,252
Jessica Cohen,Romania,13,Female,2016,387
Norma Newton,Belgium,34,Male,2010,75
Billy Cortez,British Indian Ocean Territory (Chagos Archipelago),17,Male,2019,295
Amy Gonzalez,Korea,51,Female,2018,328
Frederick Patterson Jr.,Honduras,43,Male,2016,246
William Rodriguez,Angola,31,Male,2018,248
Larry King,Dominican Republic,52,Female,2012,266
Nicholas Cole,Moldova,38,Male,2011,56
Billy Fox,Greece,31,Male,2013,173
Christopher Robinson,Kuwait,16,Non-binary,2021,436
Donna Charles,Zimbabwe,13,Non-binary,2020,156
Jason Miranda,Poland,41,Female,2023,430
Erica Frank,Heard Island and McDonald Islands,36,Non-binary,2021,435
Dr. James Franklin,Nicaragua,38,Female,2011,422
Rebecca Coleman,Honduras,34,Female,2014,459
Sarah Lee,Mali,44,Female,2015,358
Anthony Scott,Northern Mariana Islands,37,Non-binary,2010,291
Sara Barnes,Slovakia (Slovak Republic),13,Female,2016,411
Timothy Williams,Hungary,23,Female,2019,468
Jacob Ruiz,Haiti,47,Male,2014,161
William Freeman,Zimbabwe,58,Female,2023,272
Christopher Harris,Dominican Republic,23,Female,2015,329
Anne Bates,Niger,14,Non-binary,2013,237
Laura Jackson,Hong Kong,16,Male,2023,22
Calvin Anderson,Gibraltar,34,Non-binary,2021,276
James Anderson,French Polynesia,16,Female,2014,84
Barbara Hale,Sri Lanka,29,Non-binary,2010,40
Stephen Fletcher,United States Virgin Islands,44,Non-binary,2021,249
Lisa Smith MD,Slovakia (Slovak Republic),63,Male,2011,1
Melissa Hayes,Kuwait,39,Female,2011,97
Kevin Duncan,Iraq,15,Male,2010,214
Natalie West,Andorra,33,Non-binary,2012,64
Brian Keith,Mayotte,16,Female,2016,378
Todd Murphy,Costa Rica,51,Female,2010,256
Mary Scott,Yemen,19,Non-binary,2014,227
Sharon Richard,Lebanon,38,Non-binary,2010,62
Melanie Burgess,Timor-Leste,36,Non-binary,2016,197
Rebecca Parks,Tunisia,60,Male,2023,394
Michelle Mcdonald,San Marino,52,Non-binary,2012,323
Susan Mendoza,Cook Islands,60,Male,2017,210
Megan Cooper,Suriname,18,Male,2017,44
Lindsey Tucker,Malta,64,Non-binary,2021,17
Brian Reilly,Isle of Man,34,Female,2010,326
Phillip Mccann,Lao People's Democratic Republic,36,Male,2022,365
Michelle Tran,Norfolk Island,13,Male,2022,369
Laura Fuller,Bouvet Island (Bouvetoya),29,Female,2013,185
Amanda Jackson,Spain,57,Female,2016,164
Laura Parker,Samoa,23,Non-binary,2011,101
Sharon Norris,Macao,30,Female,2013,183
Jane Wilson,Saint Vincent and the Grenadines,27,Non-binary,2010,4
Tracy Long,Burkina Faso,48,Non-binary,2022,151
Cathy Garcia,Brazil,22,Female,2022,181
Kristine James,Antarctica (the territory South of 60 deg S),30,Non-binary,2021,293
Jared King,Samoa,56,Male,2015,26
Donna Frazier,Monaco,44,Non-binary,2018,377
Christopher Walker,Lesotho,37,Non-binary,2020,480
Michael Rasmussen,Burundi,24,Female,2012,304
Anthony Brown,Andorra,54,Female,2016,93
Jaime Wood,Lesotho,21,Non-binary,2016,135
Robyn Rogers,Saint Barthelemy,32,Male,2017,158
Sonia Miller,Antigua and Barbuda,61,Male,2021,92
Rita Wilson,Ethiopia,56,Male,2020,299
Henry Smith,Moldova,15,Non-binary,2022,168
Charles Richardson,Somalia,60,Female,2013,153
Jose Barton,Australia,29,Male,2012,480
Heather Wilson,British Virgin Islands,62,Male,2020,435
John Garcia,Switzerland,54,Male,2023,196
Juan Clark,Marshall Islands,41,Female,2010,50
Ronald Nichols,Saint Martin,25,Non-binary,2021,494
Sandra Moses,Grenada,29,Female,2023,347
Kenneth Hernandez,Switzerland,15,Male,2011,48
Sheena Cooper,Montserrat,31,Male,2015,100
Laura Hopkins,Seychelles,14,Female,2011,62
Megan Moore,Senegal,62,Male,2020,209
Jennifer Herman,Mauritius,33,Female,2019,218
Joshua Green,Mauritania,26,Male,2013,127
Isaac Perez,Sri Lanka,44,Male,2022,232
Sarah Wolfe,China,65,Male,2014,157
Kyle Chambers,Yemen,49,Female,2019,345
Samantha Branch,San Marino,14,Male,2013,474
Brian Peterson,Guinea,33,Non-binary,2017,163
Timothy Jones,Serbia,59,Male,2010,442
Michelle Higgins,Congo,22,Non-binary,2011,338
Jaime Middleton,Trinidad and Tobago,33,Female,2020,391
Thomas Hendricks,Albania,65,Female,2023,76
Wendy Harris,Bolivia,24,Male,2022,131
Aaron Erickson,Nicaragua,59,Female,2016,89
Robert Santiago,Guyana,14,Female,2021,172
Nathan Valdez,Singapore,30,Male,2020,265
Jonathon Anthony,Austria,44,Male,2018,303
Melissa Jackson,Bahamas,20,Non-binary,2012,412
Randy Young,Congo,21,Male,2021,245
Michael Johnson,Tajikistan,22,Female,2017,254
George Howard,Taiwan,48,Male,2010,329
Natalie Shaw,Singapore,50,Non-binary,2018,227
Madison Lawson DVM,Poland,32,Non-binary,2018,157
Tiffany Wells,Russian Federation,43,Female,2014,8
Brandon Berger,Palestinian Territory,27,Male,2023,265
Christy Lewis,Marshall Islands,60,Female,2017,296
Philip Weeks,American Samoa,36,Male,2022,209
Scott Browning,Turkmenistan,27,Female,2010,283
Ann Walton,Nicaragua,38,Male,2021,58
Hailey Hunt,Indonesia,47,Female,2010,189
Kimberly Stark,Central African Republic,24,Non-binary,2015,275
Alexander Bryant,Japan,24,Female,2021,499
Wesley Harris,Sudan,34,Male,2012,132
Melissa Osborne,Grenada,52,Male,2017,9
Tamara Walters,Kyrgyz Republic,13,Non-binary,2023,248
Earl Dodson,Taiwan,26,Male,2010,361
John Jenkins,Syrian Arab Republic,59,Male,2012,150
Allison Miller,Netherlands Antilles,47,Non-binary,2011,64
Sara Peters,Slovakia (Slovak Republic),47,Non-binary,2012,82
Barbara Hopkins,American Samoa,18,Female,2015,429
Sarah Hall,New Zealand,46,Female,2022,211
Meghan Mercer,Niger,14,Non-binary,2012,0
David Vasquez,Montenegro,41,Non-binary,2017,24
Dr. Eddie Beck DVM,Monaco,57,Non-binary,2020,436
Anthony Harris,Namibia,61,Non-binary,2012,182
April Estes,Togo,25,Male,2014,436
Jennifer Coleman,Fiji,58,Female,2014,139
Renee King,Congo,38,Male,2021,55
Kevin Brown,Hong Kong,30,Non-binary,2021,313
Paula Vazquez,Guatemala,39,Non-binary,2021,262
Mr. James Goodman,Oman,28,Non-binary,2014,247
Faith Mcgee,Burkina Faso,36,Male,2016,313
Jennifer Oconnor,Cayman Islands,55,Male,2014,478
Ashley Allen,French Polynesia,23,Female,2010,22
Brandon Garcia,Grenada,65,Male,2021,206
Brad Hobbs,Chile,23,Female,2013,351
Calvin Fuller,Indonesia,60,Female,2012,109
Dawn Santos,Anguilla,40,Male,2015,1
Diana Bradford,Iraq,36,Female,2018,80
Tasha Nelson,Antarctica (the territory South of 60 deg S),37,Male,2017,280
Joel Sullivan,Kuwait,28,Male,2023,39
Christine Nelson,Switzerland,30,Male,2021,239
Kimberly Foster,Trinidad and Tobago,50,Non-binary,2011,183
Joanna Medina,Lesotho,33,Male,2019,317
Katherine Evans,Saint Vincent and the Grenadines,16,Female,2014,197
Jacqueline Kerr,Bahrain,63,Female,2013,328
Mr. Daniel Vega,Burundi,27,Male,2023,477
Julia Graves,Israel,45,Non-binary,2010,304
David Douglas,Kazakhstan,47,Female,2012,458
Traci Williams,Micronesia,18,Non-binary,2018,94
Eric Hawkins,Brazil,37,Male,2011,407
Carol White,Christmas Island,42,Male,2018,249
Casey Jones,El Salvador,34,Female,2011,104
Brittany Jenkins,Rwanda,49,Female,2014,108
Amy Sexton,Venezuela,33,Female,2013,213
Darrell Black,Cook Islands,37,Female,2012,54
Jeremy Johnson,Kyrgyz Republic,30,Female,2021,297
Edward Sullivan,Argentina,39,Female,2011,89
Whitney Thomas,Djibouti,62,Female,2022,84
Dr. Meagan Wilkerson,South Africa,47,Male,2023,498
Joseph Thompson,Latvia,65,Male,2020,251
Elizabeth Shepard,Reunion,13,Non-binary,2015,315
Brendan Riddle,Jersey,62,Non-binary,2017,178
Maria Daniels,Gambia,61,Male,2022,256
Lisa Taylor,Pakistan,22,Non-binary,2023,355
Robert Holder,Moldova,15,Female,2014,213
William Odonnell,Rwanda,55,Male,2015,236
Michael House,Belarus,26,Female,2010,203
Kevin Frank,Solomon Islands,52,Female,2017,190
Anthony Carrillo,France,24,Non-binary,2015,185
Lindsay White,Bolivia,54,Non-binary,2021,180
Nathaniel Snyder,Trinidad and Tobago,17,Male,2014,166
Ryan Freeman,Burkina Faso,31,Female,2015,53
Erica Flores,Kuwait,50,Female,2011,166
Kenneth Henderson,Faroe Islands,63,Male,2022,479
Stephanie Wright,Australia,23,Non-binary,2015,250
David Mccoy,North Macedonia,41,Non-binary,2021,272
James Wilson,Sao Tome and Principe,59,Male,2017,378
Ashley Rogers,Uzbekistan,49,Non-binary,2021,281
